compound_id,canonical_smiles,target,protein_id,organism,activity_type,activity_value,unit,dataset_layer,data_source,reference,label_confidence
WSA264,CCN1CCC=NC(SCc2ccccc2)=C2C=CC(CCNC2)CC1,whole cell,,Acinetobacter baumannii ATCC 17978,MIC,>128,ug/mL,layer_2_atp_synthase_specific,Literature (ACS Omega 2025),"DOI=10.1021/acsomega.5c06380 | year=2025 | title=Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | assay_note=broth microdilution, CLSI",medium_source_traceable_unverified
CHEMBL325631,Cn1cc(-n2cc(C(=O)O)c(=O)c3cc(F)c(Cl)cc32)c([N+](=O)[O-])c1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,100.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm00097a004 | year=1992 | title=Synthesis and antibacterial activity of 1-(substituted pyrrolyl)-7-(substituted amino)-6-fluoro-1,4-dihydro-4-oxo-3- quinolinecarboxylic acids. | assay_note=In vitro antibacterial activity against Escherichia coli ATCC 25922.",medium_source_traceable_unverified
CHEMBL176460,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccc(O)cc3)C2SC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.78,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00133a018 | year=1981 | title=1-Oxacephalosporins: enhancement of beta-lactam reactivity and antibacterial activity. | assay_note=Inhibitory concentration of compound was tested against gram negative Escherichia coli H organism.,medium_source_traceable_unverified
CHEMBL176460,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccc(O)cc3)C2SC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,3.13,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00133a018 | year=1981 | title=1-Oxacephalosporins: enhancement of beta-lactam reactivity and antibacterial activity. | assay_note=Inhibitory concentration of compound was tested against gram negative Escherichia coli NIH JC-2.,medium_source_traceable_unverified
CHEMBL176460,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccc(O)cc3)C2SC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,25.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00133a018 | year=1981 | title=1-Oxacephalosporins: enhancement of beta-lactam reactivity and antibacterial activity. | assay_note=Inhibitory concentration of compound was tested against gram negative Escherichia coli 73.,medium_source_traceable_unverified
CHEMBL291734,COc1cccc(N2CC/C(=C\C3=C(C(=O)O)N4C(=O)[C@@H](NC(=O)/C(=N\O)c5csc(N)n5)[C@H]4SC3)C2=O)c1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.5,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm950886v | year=1996 | title=Synthesis and structure-activity relationship of (lactamylvinyl)cephalosporins exhibiting activity against staphylococci, pneumococci, and enterococci. | assay_note=In vitro minimum inhibitory concentration required to produce antibacterial activity against Escherichia coli 25922",medium_source_traceable_unverified
CHEMBL47891,CC1CN(c2cc3c(cc2N)c(=O)c(C(=O)O)cn3C2CC2)CCN1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.03,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ATCC 8739 strain,medium_source_traceable_unverified
CHEMBL47891,CC1CN(c2cc3c(cc2N)c(=O)c(C(=O)O)cn3C2CC2)CCN1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.03,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ISF 432 strain.,medium_source_traceable_unverified
CHEMBL416432,NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCN=C(N)N,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,200.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm0340039 | year=2003 | title=The pharmacophore of short cationic antibacterial peptides. | assay_note=Minimum inhibitory concentration against Escherichia coli,medium_source_traceable_unverified
CHEMBL358676,O=C(O)c1cn(CC2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.5,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00123a005 | year=1989 | title=Fluoronaphthyridines and quinolones as antibacterial agents. 1. Synthesis and structure-activity relationships of new 1-substituted derivatives. | assay_note=In vitro antibacterial activity against Escherichia coli (A 15119),medium_source_traceable_unverified
CHEMBL151424,C=C(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.13,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00123a005 | year=1989 | title=Fluoronaphthyridines and quinolones as antibacterial agents. 1. Synthesis and structure-activity relationships of new 1-substituted derivatives. | assay_note=In vitro antibacterial activity against Escherichia coli (A 15119),medium_source_traceable_unverified
CHEMBL312728,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(C(=O)O)c3ccc(O)cc3)C2SC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,3.13,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00133a018 | year=1981 | title=1-Oxacephalosporins: enhancement of beta-lactam reactivity and antibacterial activity. | assay_note=Inhibitory concentration of compound was tested against gram negative Escherichia coli H organism.,medium_source_traceable_unverified
CHEMBL312728,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(C(=O)O)c3ccc(O)cc3)C2SC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,3.13,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00133a018 | year=1981 | title=1-Oxacephalosporins: enhancement of beta-lactam reactivity and antibacterial activity. | assay_note=Inhibitory concentration of compound was tested against gram negative Escherichia coli NIH JC-2.,medium_source_traceable_unverified
CHEMBL312728,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(C(=O)O)c3ccc(O)cc3)C2SC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,50.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00133a018 | year=1981 | title=1-Oxacephalosporins: enhancement of beta-lactam reactivity and antibacterial activity. | assay_note=Inhibitory concentration of compound was tested against gram negative Escherichia coli 73.,medium_source_traceable_unverified
CHEMBL313174,CC1(C)CCC2(C)CCC(C)(C)NC2=N1.CO[C@H]1CC[C@H]2C(=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@@H]23)C1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,1.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/0960-894X(95)00445-Y | year=1995 | title=Tricyclic -lactams: total synthesis and antibacterial activity of 5- and 5-methoxy-tribactams | assay_note=Antibacterial activity against wild Escherichia coli DC0,medium_source_traceable_unverified
CHEMBL313174,CC1(C)CCC2(C)CCC(C)(C)NC2=N1.CO[C@H]1CC[C@H]2C(=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@@H]23)C1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,1.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/0960-894X(95)00445-Y | year=1995 | title=Tricyclic -lactams: total synthesis and antibacterial activity of 5- and 5-methoxy-tribactams | assay_note=Antibacterial activity against permeable Escherichia coli DC2,medium_source_traceable_unverified
CHEMBL313174,CC1(C)CCC2(C)CCC(C)(C)NC2=N1.CO[C@H]1CC[C@H]2C(=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@@H]23)C1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,1.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/0960-894X(95)00445-Y | year=1995 | title=Tricyclic -lactams: total synthesis and antibacterial activity of 5- and 5-methoxy-tribactams | assay_note=Antibacterial activity against permeable beta-lactamase producing Escherichia coli DC2 TEML,medium_source_traceable_unverified
CHEMBL43708,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12.O,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.5,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/0960-894X(95)00445-Y | year=1995 | title=Tricyclic -lactams: total synthesis and antibacterial activity of 5- and 5-methoxy-tribactams | assay_note=Antibacterial activity against wild Escherichia coli DC0,medium_source_traceable_unverified
CHEMBL43708,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12.O,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.5,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/0960-894X(95)00445-Y | year=1995 | title=Tricyclic -lactams: total synthesis and antibacterial activity of 5- and 5-methoxy-tribactams | assay_note=Antibacterial activity against permeable Escherichia coli DC2,medium_source_traceable_unverified
CHEMBL43708,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12.O,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.5,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/0960-894X(95)00445-Y | year=1995 | title=Tricyclic -lactams: total synthesis and antibacterial activity of 5- and 5-methoxy-tribactams | assay_note=Antibacterial activity against permeable beta-lactamase producing Escherichia coli DC2 TEML,medium_source_traceable_unverified
CHEMBL2368987,COC(=O)[C@H]1O[C@H](COS(=O)(=O)c2ccc(C)cc2)[C@H]1SC1=C(C(=O)[O-])N2C(=O)[C@H]([C@@H](C)O)[C@H]2[C@H]1C.[Na+],whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,2.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1016/S0960-894X(97)00280-1 | year=1997 | title=Synthesis and structure-activity relationships of some novel oxetane carbapenems | assay_note=In vitro antibacterial activity against Escherichia coli strain GC 2205, expressed as MIC(minimum inhibitory concentration)",medium_source_traceable_unverified
CHEMBL2368991,COC(=O)[C@H]1O[C@H](CN)[C@H]1SC1=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)[C@H]2[C@H]1C,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.25,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1016/S0960-894X(97)00280-1 | year=1997 | title=Synthesis and structure-activity relationships of some novel oxetane carbapenems | assay_note=In vitro antibacterial activity against Escherichia coli strain ATCC 25922, expressed as MIC(minimum inhibitory concentration)",medium_source_traceable_unverified
CHEMBL2368991,COC(=O)[C@H]1O[C@H](CN)[C@H]1SC1=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)[C@H]2[C@H]1C,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.5,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1016/S0960-894X(97)00280-1 | year=1997 | title=Synthesis and structure-activity relationships of some novel oxetane carbapenems | assay_note=In vitro antibacterial activity against Escherichia coli strain GC 2205, expressed as MIC(minimum inhibitory concentration)",medium_source_traceable_unverified
CHEMBL2368991,COC(=O)[C@H]1O[C@H](CN)[C@H]1SC1=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)[C@H]2[C@H]1C,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.5,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1016/S0960-894X(97)00280-1 | year=1997 | title=Synthesis and structure-activity relationships of some novel oxetane carbapenems | assay_note=In vitro antibacterial activity against Escherichia coli strain GC 1792, expressed as MIC(minimum inhibitory concentration)",medium_source_traceable_unverified
CHEMBL116394,CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(Cl)c(c32)S1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.12,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm00074a028 | year=1993 | title=Quinolinecarboxylic acids. 3. Synthesis and antibacterial evaluation of 2-substituted-7-oxo-2,3-dihydro-7H-pyrido[1,2,3-de] [1,4]benzothiazine-6-carboxylic acids related to rufloxacin. | assay_note=Minimal inhibitory concentration against Escherichia coli ISF 432 strain",medium_source_traceable_unverified
CHEMBL416462,CN1CCN(c2c(N)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.03,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ATCC 8739 cell lines,medium_source_traceable_unverified
CHEMBL416462,CN1CCN(c2c(N)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.03,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ISF 432 strain.,medium_source_traceable_unverified
CHEMBL173839,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3OC2)s1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.78,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00133a018 | year=1981 | title=1-Oxacephalosporins: enhancement of beta-lactam reactivity and antibacterial activity. | assay_note=Inhibitory concentration of compound was tested against gram negative Escherichia coli H organism.,medium_source_traceable_unverified
CHEMBL173839,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3OC2)s1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.78,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00133a018 | year=1981 | title=1-Oxacephalosporins: enhancement of beta-lactam reactivity and antibacterial activity. | assay_note=Inhibitory concentration of compound was tested against gram negative Escherichia coli NIH JC-2.,medium_source_traceable_unverified
CHEMBL117770,CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(c5ccccn5)CC4)c(c32)S1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,1.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm00074a028 | year=1993 | title=Quinolinecarboxylic acids. 3. Synthesis and antibacterial evaluation of 2-substituted-7-oxo-2,3-dihydro-7H-pyrido[1,2,3-de] [1,4]benzothiazine-6-carboxylic acids related to rufloxacin. | assay_note=Minimal inhibitory concentration against Escherichia coli ISF 432 strain",medium_source_traceable_unverified
CHEMBL54772,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CN(c5ccccc5)C4=O)CS[C@H]23)cs1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,1.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm950886v | year=1996 | title=Synthesis and structure-activity relationship of (lactamylvinyl)cephalosporins exhibiting activity against staphylococci, pneumococci, and enterococci. | assay_note=In vitro minimum inhibitory concentration required to produce antibacterial activity against Escherichia coli 25922",medium_source_traceable_unverified
CHEMBL417755,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN(c5ccc(O)c(O)c5)C4=O)CS[C@H]23)cs1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.25,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm950886v | year=1996 | title=Synthesis and structure-activity relationship of (lactamylvinyl)cephalosporins exhibiting activity against staphylococci, pneumococci, and enterococci. | assay_note=In vitro minimum inhibitory concentration required to produce antibacterial activity against Escherichia coli 25922",medium_source_traceable_unverified
CHEMBL299551,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN(Cc5nn[nH]n5)C4=O)CS[C@H]23)cs1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.25,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm950886v | year=1996 | title=Synthesis and structure-activity relationship of (lactamylvinyl)cephalosporins exhibiting activity against staphylococci, pneumococci, and enterococci. | assay_note=In vitro minimum inhibitory concentration required to produce antibacterial activity against Escherichia coli 25922",medium_source_traceable_unverified
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.03,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ATCC 8739 cell lines at 1 ug/mL,medium_source_traceable_unverified
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.01,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ISF 432 cell lines at 1 ug/mL,medium_source_traceable_unverified
CHEMBL275983,NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCN=C(N)N,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,25.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm0340039 | year=2003 | title=The pharmacophore of short cationic antibacterial peptides. | assay_note=Minimum inhibitory concentration against Escherichia coli,medium_source_traceable_unverified
CHEMBL356614,O=C(O)c1cn(C23CC4CC(CC(C4)C2)C3)c2cc(N3CCNCC3)c(F)cc2c1=O,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,2.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00123a005 | year=1989 | title=Fluoronaphthyridines and quinolones as antibacterial agents. 1. Synthesis and structure-activity relationships of new 1-substituted derivatives. | assay_note=In vitro antibacterial activity against Escherichia coli (A 15119),medium_source_traceable_unverified
CHEMBL75682,O=C(O)c1cn(-c2ccc(F)cc2)c2nc(N3CCNCC3)c(F)cc2c1=O,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.05,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00123a005 | year=1989 | title=Fluoronaphthyridines and quinolones as antibacterial agents. 1. Synthesis and structure-activity relationships of new 1-substituted derivatives. | assay_note=In vitro antibacterial activity against Escherichia coli (A 15119),medium_source_traceable_unverified
CHEMBL298898,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4/CN(c5ccccc5)C4=O)CS[C@H]23)cs1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,2.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm950886v | year=1996 | title=Synthesis and structure-activity relationship of (lactamylvinyl)cephalosporins exhibiting activity against staphylococci, pneumococci, and enterococci. | assay_note=In vitro minimum inhibitory concentration required to produce antibacterial activity against Escherichia coli 25922",medium_source_traceable_unverified
CHEMBL296893,Nc1cc2c(=O)c(C(=O)O)cn(C3CC3)c2c(F)c1N1CCSCC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.12,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ATCC 8739 cell lines at 5.8 ug/mL,medium_source_traceable_unverified
CHEMBL296893,Nc1cc2c(=O)c(C(=O)O)cn(C3CC3)c2c(F)c1N1CCSCC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.06,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ISF 432 cell lines at 5.8 ug/mL,medium_source_traceable_unverified
